SEQUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency
ML_Geer.mtx,CPU,3970,5130,4970,5040,5100,4110,4830,4870,4330,4850,,5103,,,,,,ML_Geer.mtx,CPU,8130,8020,8140,7400,8910,8140,7420,7300,8100,7540,,8217,,,,,,ML_Geer.mtx,CPU,5890,5590,7090,7200,6490,7120,6770,6490,7330,6660,,7213,,
,REAL,74.572,90.927,87.825,95.958,92.086,75.396,87.006,86.197,77.656,87.797,,92.4732,3.62468477353439,0.0566356995864748,,,,,REAL,128.831,128.451,128.819,117.033,143.85,129.94,117.136,115.402,129.678,119.336,,131.331,2.55222453190793,0.0398785083110614,,,,,REAL,182.094,283.597,188.444,212.001,221.738,160.633,220.281,204.858,169.75,157.356,,227.9239,1.47060575920296,0.0229782149875463
PFlow_742.mtx,CPU,2230,2250,1660,2250,1620,1660,2190,1570,2310,1990,,2256,,,,,,PFlow_742.mtx,CPU,4420,5020,3620,3590,3570,3630,3600,4490,4340,3640,,4543,,,,,,PFlow_742.mtx,CPU,3690,3840,3300,3420,3960,3910,4310,3950,4470,57570,,9779.99999999998,,
,REAL,38.163,39.513,28.15,39.678,27.958,28.918,39.281,26.409,38.723,36.644,,39.5295,2.63530527833643,0.0411766449740068,,,,,REAL,70.557,81.136,57.618,57.25,57.109,58.056,57.678,73.848,69.857,58.245,,74.5768,1.39684593600155,0.0218257177500241,,,,,REAL,108.72,153.259,197.559,139.344,136.498,116.684,114.063,102.857,98.076,1817.362,,359.539299999999,0.289738284521331,0.0045271606956458
bmwcra_1.mtx,CPU,1710,560,1510,1480,1300,540,1130,1480,1040,1660,,1665,,,,,,bmwcra_1.mtx,CPU,800,2050,1400,1560,1430,1590,800,800,810,1580,,1636,,,,,,bmwcra_1.mtx,CPU,2310,1980,2230,1840,2210,2280,1960,3120,2220,2350,,2427,,
,REAL,28.252,9.738,28.517,28.752,25.15,9.693,20.956,27.941,20.732,27.596,,28.5405,1.11877157022477,0.017480805784762,,,,,REAL,13.65,40.432,27.881,25.994,25.544,26.185,13.788,13.717,13.625,26.103,,29.1361,1.09590164778402,0.0171234632466253,,,,,REAL,61.113,81.679,90.81,38.932,101.621,116.966,61.782,113.589,87.999,57.324,,113.9267,0.280270559930201,0.00437922749890939
msdoor.mtx,CPU,1540,1610,1560,1920,930,1600,1650,2060,2750,1880,,2129,,,,,,msdoor.mtx,CPU,2090,2050,2010,2810,2040,2770,2030,1980,2020,2010,,2774,,,,,,msdoor.mtx,CPU,2770,2580,3370,3140,2690,19970,4080,3200,2820,3210,,5668.99999999999,,
,REAL,28.064,28.753,27.201,34.594,15.716,29.677,27.613,34.94,48.552,33.783,,36.3012,1.77593853646711,0.0277490396322987,,,,,REAL,33.687,33.497,32.66,45.192,32.95,44.925,32.998,32.146,32.886,32.574,,44.9517,1.43417712789505,0.0224090176233602,,,,,REAL,117.767,107.793,142.529,94.843,93.975,810.202,119.728,87.128,91.085,84.213,,209.2963,0.308025989948222,0.00481290609294097
nlpkkt240.mtx,CPU,28930,29360,28540,31410,27560,27120,29160,29570,28310,28320,,29754,,,,,,nlpkkt240.mtx,CPU,133740,130470,133810,131160,133280,130720,130990,132700,131900,134730,,133902,,,,,,nlpkkt240.mtx,CPU,104160,98380,86040,98240,95620,915620,115700,101150,122500,1059620,,930020,,
,REAL,554.602,566.846,551.981,580.256,545.426,543.92,555.849,565.683,550.975,552.372,,568.187,3.25361298304959,0.0508377028601499,,,,,REAL,2104.336,2050.279,2103.535,2060.012,2092.412,2053.796,2059.254,2086.746,2072.427,2119.529,,2105.8553,0.87786686958026,0.0137166698371916,,,,,REAL,2457.306,2400.43,2329.38,2331.809,2289.925,37260.197,2220.387,2363.26,2165.275,37062.099,,37081.9088,0.0498534368867225,0.000778959951355039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CHUNK_SIZE = 100,,,,,,,,,,,,,,,,,,,CHUNK_SIZE = 100,,,,,,,,,,,,,,,
BEST TIME PER MATRIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matrix,best time,speedup,config,,,,,,,,,,,,,,,,DYNAMIC – 4 – 100,,,,,,,,,,,,,,,,,,,GUIDED – 4 – 100,,,,,,,,,,,,,,,
ML_Geer.mtx,31.5145,10.6359358390582,D-32-100,,,,,,,,,,,,,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency
PFlow_742.mtx,10.667,9.76584794225181,D-32-100,,,,,,,,,,,,,,,,ML_Geer.mtx,CPU,180,180,170,170,170,170,170,160,170,170,,180,,,,,,ML_Geer.mtx,CPU,240,150,170,170,170,160,180,170,150,1430,,359,,
bmwcra_1.mtx,3.4504,9.25408648272664,D-16-100,,,,,,,,,,,,,,,,,REAL,44.445,43.067,43,41.044,42.478,42.293,42.827,41.858,42.18,43.024,,43.2048,7.75807780616969,1.93951945154242,,,,,REAL,60.257,38.021,41.527,41.558,41.905,40.169,45.737,41.4,38.504,461.502,,100.3815,3.33912324482101,0.834780811205253
msdoor.mtx,5.6368,11.4371097076355,G-8-100,,,,,,,,,,,,,,,,PFlow_742.mtx,CPU,60,60,60,60,60,60,60,60,60,60,,60,,,,,,PFlow_742.mtx,CPU,50,50,60,60,60,60,60,60,50,60,,60,,
nlpkkt240.mtx,220.578,8.38098359763893,D-32-100,,,,,,,,,,,,,,,,,REAL,15.374,15.1,14.214,15.153,15.433,15.136,15.035,15.127,14.253,14.352,,15.3799,6.77327550894349,1.69331887723587,,,,,REAL,13.939,14.786,14.78,17.142,15.143,14.929,13.959,13.761,13.863,15.171,,15.3681,6.77847619419447,1.69461904854862
,,,,,,,,,,,,,,,,,,,bmwcra_1.mtx,CPU,20,30,30,20,20,20,50,20,20,40,,41,,,,,,bmwcra_1.mtx,CPU,10,10,10,70,50,20,130,20,10,90,,94,,
,,,,,,,,,,,,,,,,,,,,REAL,4.474,9.308,8.83,4.411,4.43,4.457,10.861,6.625,4.655,9.3,,9.4633,3.37411896484313,0.843529741210783,,,,,REAL,4.264,4.272,3.963,33.761,11.452,4.469,56.443,4.275,4.178,30.934,,36.0292,0.886233943579097,0.221558485894774
,,,,,,,,,,,,,,,,,,,msdoor.mtx,CPU,40,40,30,40,30,30,30,40,30,30,,40,,,,,,msdoor.mtx,CPU,30,30,30,40,30,30,30,40,30,30,,40,,
,,,,,,,,,,,,,,,,,,,,REAL,10.674,8.485,8.162,8.913,8.865,8.633,8.678,9.183,8.694,8.341,,9.3321,6.90827359329626,1.72706839832406,,,,,REAL,7.866,7.918,8.698,9.151,8.704,8.672,8.474,8.383,8.188,8.237,,8.7487,7.36894624344188,1.84223656086047
,,,,,,,,,,,,,,,,,,,nlpkkt240.mtx,CPU,2130,1350,1310,1300,1310,1300,1310,1300,1310,1310,,1428,,,,,,nlpkkt240.mtx,CPU,6360,1110,7780,2060,9150,1940,1040,1060,1050,7050,,7917,,
,,,,,,,,,,,,,,,,,,,,REAL,534.373,339.646,329.666,328.161,328.582,328.077,327.185,327.867,327.434,328.438,,359.1187,5.14777036116471,1.28694259029118,,,,,REAL,2069.975,278.892,2022.358,827.041,2435.627,745.913,262.716,264.686,261.527,3311.32,,2523.1963,0.732666182175362,0.183166545543841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DYNAMIC – 8 – 100,,,,,,,,,,,,,,,,,,,GUIDED – 8 – 100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency
,,,,,,,,,,,,,,,,,,,ML_Geer.mtx,CPU,1150,210,220,230,220,2240,230,190,220,200,,1259,,,,,,ML_Geer.mtx,CPU,200,180,580,190,220,1990,270,200,190,1370,,1432,,
,,,,,,,,,,,,,,,,,,,,REAL,143.871,26.041,28.065,29.798,27.602,280.684,28.837,23.981,27.761,25.404,,157.5523,2.12745989744358,0.265932487180447,,,,,REAL,24.999,22.756,226.959,24.938,29.728,352.591,36.019,24.871,24.51,258.771,,268.153,1.24998116746783,0.156247645933478
,,,,,,,,,,,,,,,,,,,PFlow_742.mtx,CPU,90,760,80,100,90,80,80,80,80,210,,265,,,,,,PFlow_742.mtx,CPU,60,70,70,80,70,410,70,70,70,60,,113,,
,,,,,,,,,,,,,,,,,,,,REAL,10.718,95.034,10.995,12.984,10.796,9.797,10.575,10.478,10.428,25.782,,32.7072,3.18499596419137,0.398124495523922,,,,,REAL,7.676,8.315,9.001,11.245,9.303,69.383,8.878,9.02,9.134,8.199,,17.0588,6.10666049194552,0.763332561493189
,,,,,,,,,,,,,,,,,,,bmwcra_1.mtx,CPU,20,20,310,170,30,20,150,20,30,20,,184,,,,,,bmwcra_1.mtx,CPU,80,140,60,30,30,30,20,20,20,20,,86,,
,,,,,,,,,,,,,,,,,,,,REAL,2.97,3.337,38.092,21.118,2.994,3.293,19.739,3.247,3.289,3.154,,22.8154,1.39950647369759,0.174938309212199,,,,,REAL,17.18,23.171,8.224,4.222,3.438,2.887,2.777,3.024,3.114,3.254,,17.7791,1.79594580153101,0.224493225191376
,,,,,,,,,,,,,,,,,,,msdoor.mtx,CPU,50,50,50,50,50,50,50,50,50,50,,50,,,,,,msdoor.mtx,CPU,40,40,40,40,40,40,40,40,40,40,,40,,
,,,,,,,,,,,,,,,,,,,,REAL,6.797,5.853,6.233,6.14,6.322,6.518,6.413,6.367,6.138,6.297,,6.5459,9.84871446248797,1.231089307811,,,,,REAL,5.086,5.698,4.954,5.222,5.213,5.081,5.185,5.328,5.195,5.63,,5.6368,11.4371097076355,1.42963871345444
,,,,,,,,,,,,,,,,,,,nlpkkt240.mtx,CPU,2370,7620,7620,5740,9710,8720,2040,2140,2160,11180,,9857,,,,,,nlpkkt240.mtx,CPU,2430,4920,17550,8750,5940,1280,1470,1240,1580,12650,,13140,,
,,,,,,,,,,,,,,,,,,,,REAL,297.686,955.281,954.55,719.946,1217.696,1092.403,255.094,268.292,271.756,1401.501,,1236.0765,1.49558753038344,0.186948441297929,,,,,REAL,488.974,728.083,2952.714,1415.377,954.818,158.825,199.092,155.68,202.379,2130.991,,2213.1633,0.835302392733514,0.104412799091689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DYNAMIC – 16 -100,,,,,,,,,,,,,,,,,,,GUIDED – 16 – 100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency
,,,,,,,,,,,,,,,,,,,ML_Geer.mtx,CPU,4410,7250,3610,370,3800,5040,6270,420,430,400,,6368,,,,,,ML_Geer.mtx,CPU,520,630,480,1860,760,690,700,580,490,640,,870,,
,,,,,,,,,,,,,,,,,,,,REAL,277.286,454.481,226.412,23.818,238.935,315.822,393.26,26.613,27.604,25.315,,399.3821,0.839261949897104,0.052453871868569,,,,,REAL,33.059,40.075,30.296,190.577,48.239,43.887,44.102,36.894,31.567,40.396,,62.4728,5.3653141847332,0.335332136545825
,,,,,,,,,,,,,,,,,,,PFlow_742.mtx,CPU,170,150,150,160,920,150,150,1430,150,160,,971,,,,,,PFlow_742.mtx,CPU,260,290,260,250,250,250,250,260,300,270,,291,,
,,,,,,,,,,,,,,,,,,,,REAL,10.452,9.658,9.976,10.019,58.762,10.068,9.887,89.813,9.845,9.954,,61.8671,1.68380771039858,0.105237981899911,,,,,REAL,16.952,18.007,16.424,16.033,15.593,16.047,16.195,17.027,18.568,17.102,,18.0631,5.76713299489014,0.360445812180633
,,,,,,,,,,,,,,,,,,,bmwcra_1.mtx,CPU,50,40,40,40,40,50,50,40,60,50,,51,,,,,,bmwcra_1.mtx,CPU,90,80,80,90,80,80,70,80,50,80,,90,,
,,,,,,,,,,,,,,,,,,,,REAL,3.372,3.427,3.155,3.318,3.134,3.331,3.237,3.291,3.661,3.246,,3.4504,9.25408648272664,0.578380405170415,,,,,REAL,5.764,5.593,5.637,5.94,5.281,5.09,5.331,5.507,3.905,5.335,,5.7816,5.52274456897745,0.34517153556109
,,,,,,,,,,,,,,,,,,,msdoor.mtx,CPU,80,80,100,90,100,90,100,80,90,100,,100,,,,,,msdoor.mtx,CPU,140,170,150,140,150,250,140,140,140,750,,300,,
,,,,,,,,,,,,,,,,,,,,REAL,5.448,5.452,5.903,5.964,5.897,5.856,6.131,5.89,5.968,6.167,,6.1346,10.5090307436508,0.656814421478173,,,,,REAL,9.689,11.119,9.723,8.855,10.37,20.331,9.095,9.224,9.198,72.346,,25.5325,2.52496621952414,0.157810388720259
,,,,,,,,,,,,,,,,,,,nlpkkt240.mtx,CPU,66270,71570,74090,53700,83350,78650,82960,49090,3470,83420,,83357,,,,,,nlpkkt240.mtx,CPU,12730,12300,3820,5780,6810,12380,6240,5670,6850,4860,,12415,,
,,,,,,,,,,,,,,,,,,,,REAL,4154.795,4484.795,4642.617,3364.946,5222.513,4928.111,5202.444,3076.351,217.375,5227.519,,5223.0136,0.353945201291454,0.0221215750807159,,,,,REAL,948.974,779.923,257.411,364.119,431.417,868.778,402.012,362.28,429.777,305.2,,876.7976,2.1084234263415,0.131776464146343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DYNAMIC – 32 -100,,,,,,,,,,,,,,,,,,,GUIDED – 32 – 100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency
,,,,,,,,,,,,,,,,,,,ML_Geer.mtx,CPU,920,740,810,990,810,820,850,830,990,870,,990,,,,,,ML_Geer.mtx,CPU,2170,1810,2070,2340,1800,1800,1800,1820,1800,1810,,2187,,
,,,,,,,,,,,,,,,,,,,,REAL,29.519,23.788,25.815,31.495,25.853,26.304,27.158,26.462,31.69,27.515,,31.5145,10.6359358390582,0.332372994970569,,,,,REAL,68.728,57.251,66.084,78.853,57.347,57.372,57.296,57.782,57.149,57.313,,69.7405,4.80619152429363,0.150193485134176
,,,,,,,,,,,,,,,,,,,PFlow_742.mtx,CPU,300,310,290,270,320,310,300,310,350,300,,323,,,,,,PFlow_742.mtx,CPU,630,630,630,640,620,660,630,620,650,630,,651,,
,,,,,,,,,,,,,,,,,,,,REAL,10.171,10.394,9.984,9.447,10.409,10.505,9.995,10.626,11.036,9.898,,10.667,9.76584794225181,0.305182748195369,,,,,REAL,20.201,20.579,20.441,21.078,20.383,21.239,20.328,20.36,21.164,20.461,,21.1715,4.92040242779208,0.153762575868502
,,,,,,,,,,,,,,,,,,,bmwcra_1.mtx,CPU,110,110,100,110,100,100,90,120,110,110,,111,,,,,,bmwcra_1.mtx,CPU,190,190,190,200,190,190,190,190,200,190,,200,,
,,,,,,,,,,,,,,,,,,,,REAL,3.972,3.738,3.608,4.195,3.736,3.789,3.581,4.237,3.805,3.898,,4.1992,7.60390074299867,0.237621898218708,,,,,REAL,6.807,6.752,6.758,7.211,6.696,6.709,6.75,6.785,6.848,6.985,,7.0076,4.55652434499686,0.142391385781152
,,,,,,,,,,,,,,,,,,,msdoor.mtx,CPU,190,180,170,170,180,180,160,180,180,180,,181,,,,,,msdoor.mtx,CPU,370,420,360,430,420,380,370,410,380,370,,421,,
,,,,,,,,,,,,,,,,,,,,REAL,6.504,6.341,6.28,6.136,6.216,6.026,5.904,6.251,6.107,6.166,,6.3573,10.1408931464615,0.316902910826923,,,,,REAL,11.783,13.791,11.862,14.099,13.856,12.477,12.049,13.878,12.704,12.06,,13.9001,4.63800260429781,0.144937581384307
,,,,,,,,,,,,,,,,,,,nlpkkt240.mtx,CPU,6720,6590,6410,6640,6690,7480,6540,6470,6980,6300,,7030,,,,,,nlpkkt240.mtx,CPU,13430,13680,13540,13370,13500,13550,13620,13630,13400,13390,,13635,,
,,,,,,,,,,,,,,,,,,,,REAL,210.948,206.983,201.477,208.569,210.205,235.104,205.598,203.268,218.964,198.241,,220.578,8.38098359763893,0.261905737426217,,,,,REAL,421.37,429.727,424.911,419.584,429.75,425.092,430.51,447.77,420.483,420.181,,432.236,4.27697045132752,0.133655326603985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DYNAMIC – 64 -100,,,,,,,,,,,,,,,,,,,GUIDED – 64 – 100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency,,,,matrice,metrica,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,,90 percentile,Speedup,Efficiency
,,,,,,,,,,,,,,,,,,,ML_Geer.mtx,CPU,4950,14800,5010,4850,10070,7360,5130,4790,6770,15770,,14897,,,,,,ML_Geer.mtx,CPU,1920,2450,2990,2680,2290,2270,2630,3180,2330,2290,,3009,,
,,,,,,,,,,,,,,,,,,,,REAL,168.523,318.139,115.416,109.948,272.793,208.567,166.634,123.733,188.441,362.703,,322.5954,1.03902969478176,0.016234838980965,,,,,REAL,31.228,39.517,49.049,43.376,36.869,36.86,42.489,53.133,37.499,37.031,,49.4574,6.77727094428741,0.105894858504491
,,,,,,,,,,,,,,,,,,,PFlow_742.mtx,CPU,3400,3940,4190,2800,2410,3640,2820,2270,2510,5120,,4283,,,,,,PFlow_742.mtx,CPU,690,1490,700,1490,700,1610,700,690,1660,820,,1615,,
,,,,,,,,,,,,,,,,,,,,REAL,103.211,99.929,97.221,49.57,87.694,91.198,106.681,61.761,58.595,154.986,,111.5115,0.934184366634832,0.0145966307286692,,,,,REAL,11.929,25.075,12.054,24.905,12.136,26.459,12.182,11.997,27.572,13.926,,26.5703,3.92062942458309,0.0612598347591107
,,,,,,,,,,,,,,,,,,,bmwcra_1.mtx,CPU,2150,3120,1890,2780,2260,2010,2130,2380,2530,1740,,2814,,,,,,bmwcra_1.mtx,CPU,240,250,1800,250,250,1500,890,260,1020,290,,1530,,
,,,,,,,,,,,,,,,,,,,,REAL,73.679,113.243,51.369,80.086,59.3,61.108,69.124,57.847,73.893,42.206,,83.4017,0.382849510261781,0.00598202359784033,,,,,REAL,4.829,5.045,31.491,4.974,5.075,28.431,17.116,4.917,17.325,5.519,,28.737,1.11112155061419,0.0173612742283467
,,,,,,,,,,,,,,,,,,,msdoor.mtx,CPU,2820,2620,3100,2480,2320,3860,3130,2130,2620,2380,,3203,,,,,,msdoor.mtx,CPU,1150,420,420,1960,420,420,420,480,420,420,,1231,,
,,,,,,,,,,,,,,,,,,,,REAL,90.81,76.633,73.504,107.091,47.485,142.779,113.62,68.72,86.048,63.956,,116.5359,0.553208925318292,0.00864388945809832,,,,,REAL,21.069,7.516,7.507,35.442,7.624,7.681,7.665,8.632,7.663,8.06,,22.5063,2.86447350297472,0.0447573984839801
,,,,,,,,,,,,,,,,,,,nlpkkt240.mtx,CPU,384510,57610,31070,69140,29120,21870,65100,28720,189040,295690,,304572,,,,,,nlpkkt240.mtx,CPU,13980,14310,14710,14650,14240,13980,14560,13880,14590,14490,,14656,,
,,,,,,,,,,,,,,,,,,,,REAL,12184.84,1401.526,647.876,1434.815,692.13,627.088,1401.096,634.702,6388.822,8614.904,,8971.8976,0.206050122551555,0.00321953316486804,,,,,REAL,220.31,235.439,232.018,230.877,229.831,220.034,232.498,218.681,235.555,232.781,,235.4506,7.85158585282858,0.122681028950447
